    E, kcal/mol    D, mol/kcal        W1->W2a        W1->W4a         W1->P1
           41.4    5.35545e+12    2.18252e+12         100505    1.35873e+10    1.01232e+13    5.16235e+12    3.32899e+10
           41.6    5.45578e+12    2.20519e+12         244872     1.3893e+10    1.01767e+13     5.1889e+12    3.38958e+10
           41.8    5.55778e+12    2.22797e+12         441774    1.42036e+10    1.02303e+13    5.21515e+12    3.45091e+10
             42    5.66149e+12    2.25086e+12         688944     1.4519e+10    1.02839e+13    5.24132e+12    3.51297e+10
           42.2    5.76692e+12    2.27387e+12         986415    1.48392e+10    1.03375e+13    5.26748e+12    3.57576e+10
           42.4     5.8741e+12    2.29699e+12    1.33081e+06    1.51644e+10    1.03912e+13     5.2935e+12     3.6393e+10
           42.6    5.98306e+12    2.32023e+12    1.72251e+06    1.54945e+10    1.04449e+13     5.3192e+12    3.70359e+10
           42.8    6.09383e+12    2.34357e+12     2.1546e+06    1.58296e+10    1.04986e+13    5.34466e+12    3.76863e+10
             43    6.20642e+12    2.36704e+12    2.63978e+06    1.61697e+10    1.05523e+13    5.37008e+12    3.83441e+10
           43.2    6.32087e+12    2.39061e+12    3.24014e+06    1.65149e+10    1.06061e+13    5.39559e+12    3.90096e+10
           43.4     6.4372e+12    2.41429e+12    3.95859e+06    1.68652e+10    1.06599e+13    5.42102e+12    3.96826e+10
           43.6    6.55544e+12    2.43809e+12    4.79099e+06    1.72206e+10    1.07137e+13    5.44619e+12    4.03633e+10
           43.8    6.67562e+12      2.462e+12    5.74498e+06    1.75812e+10    1.07676e+13    5.47112e+12    4.10516e+10
             44    6.79776e+12    2.48602e+12    6.81233e+06    1.79471e+10    1.08215e+13    5.49604e+12    4.17476e+10
           44.2     6.9219e+12    2.51015e+12    7.95182e+06    1.83181e+10    1.08754e+13    5.52103e+12    4.24514e+10
           44.4    7.04806e+12    2.53439e+12    9.18731e+06    1.86945e+10    1.09293e+13    5.54591e+12    4.31629e+10
           44.6    7.17627e+12    2.55874e+12    1.05264e+07    1.90761e+10    1.09833e+13    5.57043e+12    4.38822e+10
           44.8    7.30656e+12    2.58321e+12    1.20186e+07    1.94631e+10    1.10373e+13    5.59455e+12    4.46093e+10
             45    7.43897e+12    2.60778e+12    1.36846e+07    1.98555e+10    1.10913e+13     5.6185e+12    4.53442e+10
           45.2    7.57351e+12    2.63246e+12    1.55619e+07    2.02534e+10    1.11453e+13    5.64243e+12     4.6087e+10
           45.4    7.71023e+12    2.65725e+12    1.76789e+07    2.06567e+10    1.11994e+13    5.66629e+12    4.68377e+10
           45.6    7.84914e+12    2.68215e+12    2.00191e+07    2.10654e+10    1.12535e+13    5.68988e+12    4.75964e+10
           45.8    7.99029e+12    2.70715e+12     2.2578e+07    2.14798e+10    1.13076e+13    5.71319e+12     4.8363e+10
             46    8.13371e+12    2.73226e+12    2.53511e+07    2.18996e+10    1.13617e+13    5.73638e+12    4.91375e+10
           46.2    8.27942e+12    2.75749e+12    2.83662e+07    2.23251e+10    1.14158e+13    5.75961e+12    4.99202e+10
           46.4    8.42746e+12    2.78281e+12    3.16141e+07    2.27562e+10      1.147e+13    5.78281e+12    5.07108e+10
           46.6    8.57786e+12    2.80825e+12    3.51544e+07     2.3193e+10    1.15241e+13    5.80577e+12    5.15096e+10
           46.8    8.73066e+12    2.83379e+12    3.89781e+07    2.36354e+10    1.15783e+13    5.82841e+12    5.23164e+10
             47    8.88588e+12    2.85944e+12    4.31059e+07    2.40836e+10    1.16326e+13    5.85087e+12    5.31313e+10
           47.2    9.04357e+12    2.88519e+12    4.75861e+07    2.45376e+10    1.16868e+13    5.87331e+12    5.39544e+10
           47.4    9.20376e+12    2.91105e+12    5.24194e+07    2.49974e+10     1.1741e+13    5.89572e+12    5.47857e+10
           47.6    9.36647e+12    2.93701e+12     5.7569e+07    2.54629e+10    1.17953e+13    5.91791e+12    5.56252e+10
           47.8    9.53176e+12    2.96308e+12    6.30717e+07    2.59344e+10    1.18496e+13    5.93981e+12    5.64729e+10
             48    9.69964e+12    2.98926e+12    6.89631e+07    2.64118e+10    1.19039e+13    5.96157e+12    5.73289e+10
           48.2    9.87017e+12    3.01553e+12    7.52563e+07     2.6895e+10    1.19582e+13    5.98335e+12    5.81932e+10
           48.4    1.00434e+13    3.04191e+12    8.19863e+07    2.73843e+10    1.20125e+13    6.00513e+12    5.90657e+10
           48.6    1.02193e+13     3.0684e+12    8.91687e+07    2.78795e+10    1.20668e+13    6.02676e+12    5.99466e+10
           48.8    1.03979e+13    3.09498e+12    9.68226e+07    2.83808e+10    1.21212e+13    6.04813e+12    6.08358e+10
             49    1.05794e+13    3.12167e+12    1.04912e+08    2.88881e+10    1.21756e+13    6.06935e+12    6.17334e+10
           49.2    1.07637e+13    3.14846e+12    1.13496e+08    2.94015e+10    1.22299e+13    6.09059e+12    6.26394e+10
           49.4    1.09508e+13    3.17535e+12    1.22575e+08     2.9921e+10    1.22843e+13    6.11183e+12    6.35538e+10
           49.6    1.11408e+13    3.20235e+12    1.32195e+08    3.04466e+10    1.23387e+13     6.1329e+12    6.44767e+10
           49.8    1.13338e+13    3.22944e+12     1.4236e+08    3.09785e+10    1.23931e+13    6.15363e+12     6.5408e+10
    E, kcal/mol    D, mol/kcal        W4a->W1       W4a->W2a       W4a->W6c        W4a->P4        W4a->P6        W4a->P9
            -10              0            ***            ***            ***            ***            ***            ***
           -9.8              0            ***            ***            ***            ***            ***            ***
           -9.6              0            ***            ***            ***            ***            ***            ***
           -9.4              0            ***            ***            ***            ***            ***            ***
           -9.2              0            ***            ***            ***            ***            ***            ***
             -9              0            ***            ***            ***            ***            ***            ***
           -8.8              0            ***            ***            ***            ***            ***            ***
           -8.6              0            ***            ***            ***            ***            ***            ***
           -8.4              0            ***            ***            ***            ***            ***            ***
           -8.2              0            ***            ***            ***            ***            ***            ***
             -8              0            ***            ***            ***            ***            ***            ***
           -7.8              0            ***            ***            ***            ***            ***            ***
           -7.6              0            ***            ***            ***            ***            ***            ***
           -7.4              0            ***            ***            ***            ***            ***            ***
           -7.2              0            ***            ***            ***            ***            ***            ***
             -7              0            ***            ***            ***            ***            ***            ***
           -6.8              0            ***            ***            ***            ***            ***            ***
           -6.6              0            ***            ***            ***            ***            ***            ***
           -6.4              0            ***            ***            ***            ***            ***            ***
           -6.2              0            ***            ***            ***            ***            ***            ***
             -6              0            ***            ***            ***            ***            ***            ***
           -5.8              0            ***            ***            ***            ***            ***            ***
           -5.6              0            ***            ***            ***            ***            ***            ***
           -5.4              0            ***            ***            ***            ***            ***            ***
           -5.2              0            ***            ***            ***            ***            ***            ***
             -5              0            ***            ***            ***            ***            ***            ***
           -4.8              0            ***            ***            ***            ***            ***            ***
           -4.6              0            ***            ***            ***            ***            ***            ***
           -4.4              0            ***            ***            ***            ***            ***            ***
           -4.2              0            ***            ***            ***            ***            ***            ***
             -4              0            ***            ***            ***            ***            ***            ***
           -3.8              0            ***            ***            ***            ***            ***            ***
           -3.6              0            ***            ***            ***            ***            ***            ***
           -3.4              0            ***            ***            ***            ***            ***            ***
           -3.2              0            ***            ***            ***            ***            ***            ***
             -3              0            ***            ***            ***            ***            ***            ***
           -2.8              0            ***            ***            ***            ***            ***            ***
           -2.6              0            ***            ***            ***            ***            ***            ***
           -2.4              0            ***            ***            ***            ***            ***            ***
           -2.2              0            ***            ***            ***            ***            ***            ***
             -2              0            ***            ***            ***            ***            ***            ***
           -1.8              0            ***            ***            ***            ***            ***            ***
           -1.6              0            ***            ***            ***            ***            ***            ***
           -1.4              0            ***            ***            ***            ***            ***            ***
           -1.2              0            ***            ***            ***            ***            ***            ***
             -1              0            ***            ***            ***            ***            ***            ***
           -0.8              0            ***            ***            ***            ***            ***            ***
           -0.6              0            ***            ***            ***            ***            ***            ***
           -0.4              0            ***            ***            ***            ***            ***            ***
           -0.2              0            ***            ***            ***            ***            ***            ***
   -6.93946e-15              0            ***            ***            ***            ***            ***            ***
            0.2              0            ***            ***            ***            ***            ***            ***
            0.4              0            ***            ***            ***            ***            ***            ***
            0.6              0            ***            ***            ***            ***            ***            ***
            0.8              0            ***            ***            ***            ***            ***            ***
              1              0            ***            ***            ***            ***            ***            ***
            1.2              0            ***            ***            ***            ***            ***            ***
            1.4              0            ***            ***            ***            ***            ***            ***
            1.6              0            ***            ***            ***            ***            ***            ***
